series,quarter,value
T23925,2007-12-31,5400.0
T23925,2008-03-31,5310.0
T23925,2008-06-30,5580.0
T23925,2008-09-30,4790.0
T23925,2008-12-31,4580.0
T23925,2009-03-31,4550.0
T23925,2009-06-30,4630.0
T23925,2009-09-30,4270.0
T23925,2009-12-31,4660.0
T23925,2010-03-31,4500.0
T23925,2010-06-30,4880.0
T23925,2010-09-30,4570.0
T23925,2010-12-31,4770.0
T23925,2011-03-31,4900.0
T23925,2011-06-30,5120.0
T23925,2011-09-30,5120.0
T23925,2011-12-31,4860.0
T23925,2012-03-31,4880.0
T23925,2012-06-30,5030.0
T23925,2012-09-30,4740.0
T23925,2012-12-31,4540.0
T23925,2013-03-31,4760.0
T23925,2013-06-30,5070.0
T23925,2013-09-30,5150.0
T23925,2013-12-31,5210.0
T23925,2014-03-31,5230.0
T23925,2014-06-30,5460.0
T23925,2014-09-30,5260.0
T23925,2014-12-31,5250.0
T23925,2015-03-31,5240.0
T23925,2015-06-30,5160.0
T23925,2015-09-30,4980.0
T23925,2015-12-31,5070.0
T23925,2016-03-31,5320.0
T23925,2016-06-30,5480.0
T23925,2016-09-30,5530.0
T23925,2016-12-31,5470.0
T23925,2017-03-31,5660.0
T23925,2017-06-30,5660.0
T23927,1998-03-31,580.0
T23927,1998-06-30,440.0
T23927,1998-09-30,440.0
T23927,1998-12-31,510.0
T23927,1999-03-31,550.0
T23927,1999-06-30,400.0
T23927,1999-09-30,400.0
T23927,1999-12-31,440.0
T23927,2000-03-31,530.0
T23927,2000-06-30,520.0
T23927,2000-09-30,490.0
T23927,2000-12-31,600.0
T23927,2001-03-31,820.0
T23927,2001-06-30,680.0
T23927,2001-09-30,720.0
T23927,2001-12-31,710.0
T23927,2002-03-31,910.0
T23927,2002-06-30,860.0
T23927,2002-09-30,660.0
T23927,2002-12-31,800.0
T23927,2003-03-31,980.0
T23927,2003-06-30,850.0
T23927,2003-09-30,760.0
T23927,2003-12-31,900.0
T23927,2004-03-31,930.0
T23927,2004-06-30,840.0
T23927,2004-09-30,810.0
T23927,2004-12-31,960.0
T23927,2005-03-31,1070.0
T23927,2005-06-30,1010.0
T23927,2005-09-30,1080.0
T23927,2005-12-31,1200.0
T23927,2006-03-31,1250.0
T23927,2006-06-30,1150.0
T23927,2006-09-30,1050.0
T23927,2006-12-31,960.0
T23927,2007-03-31,1230.0
T23927,2007-06-30,1110.0
T23927,2007-09-30,1100.0
T23927,2007-12-31,1110.0
T23927,2008-03-31,1560.0
T23927,2008-06-30,1420.0
T23927,2008-09-30,1320.0
T23927,2008-12-31,1360.0
T23927,2009-03-31,1710.0
T23927,2009-06-30,1450.0
T23927,2009-09-30,1370.0
T23927,2009-12-31,1560.0
T23927,2010-03-31,1750.0
T23927,2010-06-30,1330.0
T23927,2010-09-30,1280.0
T23927,2010-12-31,1490.0
T23927,2011-03-31,1580.0
T23927,2011-06-30,1370.0
T23927,2011-09-30,1490.0
T23927,2011-12-31,1580.0
T23927,2012-03-31,1740.0
T23927,2012-06-30,1520.0
T23927,2012-09-30,1280.0
T23927,2012-12-31,1330.0
T23927,2013-03-31,1840.0
T23927,2013-06-30,1550.0
T23927,2013-09-30,1520.0
T23927,2013-12-31,1520.0
T23927,2014-03-31,2160.0
T23927,2014-06-30,1720.0
T23927,2014-09-30,1740.0
T23927,2014-12-31,1770.0
T23927,2015-03-31,2300.0
T23927,2015-06-30,1820.0
T23927,2015-09-30,1840.0
T23927,2015-12-31,2030.0
T23927,2016-03-31,2170.0
T23927,2016-06-30,2110.0
T23927,2016-09-30,1910.0
T23927,2016-12-31,1920.0
T23927,2017-03-31,2210.0
T23927,2017-06-30,1810.0
T23958,1998-03-31,2100.0
T23958,1998-06-30,1800.0
T23958,1998-09-30,2400.0
T23958,1998-12-31,2600.0
T23958,1999-03-31,2100.0
T23958,1999-06-30,2000.0
T23958,1999-09-30,2800.0
T23958,1999-12-31,2900.0
T23958,2000-03-31,2600.0
T23958,2000-06-30,2700.0
T23958,2000-09-30,2700.0
T23958,2000-12-31,3100.0
T23958,2001-03-31,2700.0
T23958,2001-06-30,2100.0
T23958,2001-09-30,2100.0
T23958,2001-12-31,3500.0
T23958,2002-03-31,1800.0
T23958,2002-06-30,2000.0
T23958,2002-09-30,1900.0
T23958,2002-12-31,1600.0
T23958,2003-03-31,1800.0
T23958,2003-06-30,1900.0
T23958,2003-09-30,2100.0
T23958,2003-12-31,2000.0
T23958,2004-03-31,2000.0
T23958,2004-06-30,2000.0
T23958,2004-09-30,1800.0
T23958,2004-12-31,2300.0
T23958,2005-03-31,1800.0
T23958,2005-06-30,1800.0
T23958,2005-09-30,1800.0
T23958,2005-12-31,2500.0
T23958,2006-03-31,1900.0
T23958,2006-06-30,1900.0
T23958,2006-09-30,2000.0
T23958,2006-12-31,2100.0
T23958,2007-03-31,1700.0
T23958,2007-06-30,1800.0
T23958,2007-09-30,1900.0
T23958,2007-12-31,2600.0
T23958,2008-03-31,1900.0
T23958,2008-06-30,2300.0
T23958,2008-09-30,1700.0
T23958,2008-12-31,2500.0
T23958,2009-03-31,1600.0
T23958,2009-06-30,2100.0
T23958,2009-09-30,1600.0
T23958,2009-12-31,2700.0
T23958,2010-03-31,1400.0
T23958,2010-06-30,1900.0
T23958,2010-09-30,2000.0
T23958,2010-12-31,2000.0
T23958,2011-03-31,1400.0
T23958,2011-06-30,1600.0
T23958,2011-09-30,1700.0
T23958,2011-12-31,3200.0
T23958,2012-03-31,1500.0
T23958,2012-06-30,1400.0
T23958,2012-09-30,1500.0
T23958,2012-12-31,2800.0
T23958,2013-03-31,1700.0
T23958,2013-06-30,1600.0
T23958,2013-09-30,1700.0
T23958,2013-12-31,1600.0
T23958,2014-03-31,1200.0
T23958,2014-06-30,1400.0
T23958,2014-09-30,1500.0
T23958,2014-12-31,3100.0
T23958,2015-03-31,1600.0
T23958,2015-06-30,1800.0
T23958,2015-09-30,1900.0
T23958,2015-12-31,3300.0
T23958,2016-03-31,2300.0
T23958,2016-06-30,2100.0
T23958,2016-09-30,1600.0
T23958,2016-12-31,4300.0
T23958,2017-03-31,1100.0
T23958,2017-06-30,1200.0
T23974,1998-03-31,3056.9
T23974,1998-06-30,2897.2
T23974,1998-09-30,2865.8
T23974,1998-12-31,3024.7
T23974,1999-03-31,3390.5
T23974,1999-06-30,3306.3
T23974,1999-09-30,3563.0
T23974,1999-12-31,3830.1
T23974,2000-03-31,3827.5
T23974,2000-06-30,3990.7
T23974,2000-09-30,4061.4
T23974,2000-12-31,4382.6
T23974,2001-03-31,4025.4
T23974,2001-06-30,3453.9
T23974,2001-09-30,3243.6
T23974,2001-12-31,3088.4
T23974,2002-03-31,2829.6
T23974,2002-06-30,2743.7
T23974,2002-09-30,2924.8
T23974,2002-12-31,2988.0
T23974,2003-03-31,2704.8
T23974,2003-06-30,2712.9
T23974,2003-09-30,2666.5
T23974,2003-12-31,2801.1
T23974,2004-03-31,2755.2
T23974,2004-06-30,2801.5
T23974,2004-09-30,2941.4
T23974,2004-12-31,3137.5
T23974,2005-03-31,2902.2
T23974,2005-06-30,2967.4
T23974,2005-09-30,2834.1
T23974,2005-12-31,2790.7
T23974,2006-03-31,2743.4
T23974,2006-06-30,2827.4
T23974,2006-09-30,2773.6
T23974,2006-12-31,2984.2
T23974,2007-03-31,2917.6
T23974,2007-06-30,3028.0
T23974,2007-09-30,3059.7
T23974,2007-12-31,3165.3
T23974,2008-03-31,3146.2
T23974,2008-06-30,3275.6
T23974,2008-09-30,3264.1
T23974,2008-12-31,3360.5
T23974,2009-03-31,3030.1
T23974,2009-06-30,2778.7
T23974,2009-09-30,2778.6
T23974,2009-12-31,2762.8
T23974,2010-03-31,2081.9
T23974,2010-06-30,2293.9
T23974,2010-09-30,2213.6
T23974,2010-12-31,2478.8
T23974,2011-03-31,2233.6
T23974,2011-06-30,2438.2
T23974,2011-09-30,2375.5
T23974,2011-12-31,2498.2
T23974,2012-03-31,2186.8
T23974,2012-06-30,2248.7
T23974,2012-09-30,2381.9
T23974,2012-12-31,2414.4
T23974,2013-03-31,2240.3
T23974,2013-06-30,2334.3
T23974,2013-09-30,2461.8
T23974,2013-12-31,2605.9
T23974,2014-03-31,2511.7
T23974,2014-06-30,2428.4
T23974,2014-09-30,2711.9
T23974,2014-12-31,2620.7
T23974,2015-03-31,2518.8
T23974,2015-06-30,2668.1
T23974,2015-09-30,2623.3
T23974,2015-12-31,2630.3
T23974,2016-03-31,2550.1
T23974,2016-06-30,2693.2
T23974,2016-09-30,2646.7
T23974,2016-12-31,2677.3
T23974,2017-03-31,2987.2
T23974,2017-06-30,3014.2
T23975,1998-03-31,2076.2
T23975,1998-06-30,1902.9
T23975,1998-09-30,1948.5
T23975,1998-12-31,2050.9
T23975,1999-03-31,2287.1
T23975,1999-06-30,2213.8
T23975,1999-09-30,2426.3
T23975,1999-12-31,2547.9
T23975,2000-03-31,2563.1
T23975,2000-06-30,2593.4
T23975,2000-09-30,2670.0
T23975,2000-12-31,2834.5
T23975,2001-03-31,2676.4
T23975,2001-06-30,2320.7
T23975,2001-09-30,2277.6
T23975,2001-12-31,2207.1
T23975,2002-03-31,2036.8
T23975,2002-06-30,1991.6
T23975,2002-09-30,2081.8
T23975,2002-12-31,2166.5
T23975,2003-03-31,2002.6
T23975,2003-06-30,1989.2
T23975,2003-09-30,1958.1
T23975,2003-12-31,2046.2
T23975,2004-03-31,2039.8
T23975,2004-06-30,1996.5
T23975,2004-09-30,2136.0
T23975,2004-12-31,2287.6
T23975,2005-03-31,2106.3
T23975,2005-06-30,2111.6
T23975,2005-09-30,1955.5
T23975,2005-12-31,1896.6
T23975,2006-03-31,1851.9
T23975,2006-06-30,1927.6
T23975,2006-09-30,1948.4
T23975,2006-12-31,2046.0
T23975,2007-03-31,2042.2
T23975,2007-06-30,2058.0
T23975,2007-09-30,2049.0
T23975,2007-12-31,2194.5
T23975,2008-03-31,2187.1
T23975,2008-06-30,2209.9
T23975,2008-09-30,2209.1
T23975,2008-12-31,2289.5
T23975,2009-03-31,2089.2
T23975,2009-06-30,1927.1
T23975,2009-09-30,1976.9
T23975,2009-12-31,1913.4
T23975,2010-03-31,1585.1
T23975,2010-06-30,1713.9
T23975,2010-09-30,1735.0
T23975,2010-12-31,1981.5
T23975,2011-03-31,1853.6
T23975,2011-06-30,1905.2
T23975,2011-09-30,1865.2
T23975,2011-12-31,2029.0
T23975,2012-03-31,1859.1
T23975,2012-06-30,1858.3
T23975,2012-09-30,2002.4
T23975,2012-12-31,2001.9
T23975,2013-03-31,1845.7
T23975,2013-06-30,1870.2
T23975,2013-09-30,1999.6
T23975,2013-12-31,1946.6
T23975,2014-03-31,2051.4
T23975,2014-06-30,2054.8
T23975,2014-09-30,2319.2
T23975,2014-12-31,2217.6
T23975,2015-03-31,2150.1
T23975,2015-06-30,2316.4
T23975,2015-09-30,2340.2
T23975,2015-12-31,2198.7
T23975,2016-03-31,2237.2
T23975,2016-06-30,2360.0
T23975,2016-09-30,2328.0
T23975,2016-12-31,2334.4
T23975,2017-03-31,2692.6
T23975,2017-06-30,2673.9
T4970,1998-03-31,660.0
T4970,1998-06-30,760.0
T4970,1998-09-30,810.0
T4970,1998-12-31,750.0
T4970,1999-03-31,910.0
T4970,1999-06-30,830.0
T4970,1999-09-30,780.0
T4970,1999-12-31,750.0
T4970,2000-03-31,820.0
T4970,2000-06-30,800.0
T4970,2000-09-30,900.0
T4970,2000-12-31,900.0
T4970,2001-03-31,760.0
T4970,2001-06-30,880.0
T4970,2001-09-30,830.0
T4970,2001-12-31,820.0
T4970,2002-03-31,920.0
T4970,2002-06-30,1030.0
T4970,2002-09-30,1140.0
T4970,2002-12-31,1270.0
T4970,2003-03-31,1320.0
T4970,2003-06-30,1530.0
T4970,2003-09-30,1330.0
T4970,2003-12-31,1140.0
T4970,2004-03-31,1060.0
T4970,2004-06-30,1330.0
T4970,2004-09-30,1190.0
T4970,2004-12-31,1230.0
T4970,2005-03-31,1220.0
T4970,2005-06-30,1400.0
T4970,2005-09-30,1420.0
T4970,2005-12-31,1550.0
T4970,2006-03-31,1370.0
T4970,2006-06-30,1550.0
T4970,2006-09-30,1630.0
T4970,2006-12-31,1710.0
T4970,2007-03-31,1930.0
T4970,2007-06-30,2020.0
T4970,2007-09-30,2190.0
T4970,2007-12-31,2010.0
T4970,2008-03-31,2070.0
T4970,2008-06-30,2700.0
T4970,2008-09-30,2140.0
T4970,2008-12-31,2260.0
T4970,2009-03-31,2290.0
T4970,2009-06-30,2240.0
T4970,2009-09-30,2160.0
T4970,2009-12-31,2090.0
T4970,2010-03-31,1660.0
T4970,2010-06-30,2200.0
T4970,2010-09-30,2940.0
T4970,2010-12-31,1760.0
T4970,2011-03-31,2250.0
T4970,2011-06-30,2290.0
T4970,2011-09-30,2590.0
T4970,2011-12-31,2230.0
T4970,2012-03-31,2510.0
T4970,2012-06-30,2480.0
T4970,2012-09-30,2550.0
T4970,2012-12-31,2090.0
T4970,2013-03-31,2230.0
T4970,2013-06-30,2700.0
T4970,2013-09-30,3650.0
T4970,2013-12-31,2330.0
T4970,2014-03-31,2320.0
T4970,2014-06-30,2740.0
T4970,2014-09-30,3110.0
T4970,2014-12-31,2560.0
T4970,2015-03-31,2910.0
T4970,2015-06-30,2440.0
T4970,2015-09-30,2450.0
T4970,2015-12-31,2490.0
T4970,2016-03-31,3260.0
T4970,2016-06-30,3530.0
T4970,2016-09-30,3290.0
T4970,2016-12-31,2860.0
T4970,2017-03-31,2830.0
T4970,2017-06-30,2800.0
T4996,1998-03-31,5449.5
T4996,1998-06-30,5457.9
T4996,1998-09-30,5297.1
T4996,1998-12-31,5596.6
T4996,1999-03-31,5252.7
T4996,1999-06-30,5407.6
T4996,1999-09-30,5696.9
T4996,1999-12-31,6068.3
T4996,2000-03-31,6013.3
T4996,2000-06-30,6166.5
T4996,2000-09-30,6052.0
T4996,2000-12-31,6684.1
T4996,2001-03-31,6580.4
T4996,2001-06-30,6324.9
T4996,2001-09-30,6018.9
T4996,2001-12-31,6393.2
T4996,2002-03-31,6173.7
T4996,2002-06-30,6656.0
T4996,2002-09-30,6246.8
T4996,2002-12-31,6307.4
T4996,2003-03-31,6327.4
T4996,2003-06-30,6182.8
T4996,2003-09-30,6101.1
T4996,2003-12-31,6567.3
T4996,2004-03-31,6184.6
T4996,2004-06-30,6343.4
T4996,2004-09-30,6304.0
T4996,2004-12-31,6724.7
T4996,2005-03-31,6224.8
T4996,2005-06-30,6885.4
T4996,2005-09-30,6938.1
T4996,2005-12-31,7563.3
T4996,2006-03-31,8312.3
T4996,2006-06-30,8955.9
T4996,2006-09-30,6867.3
T4996,2006-12-31,7193.7
T4996,2007-03-31,6973.1
T4996,2007-06-30,7300.4
T4996,2007-09-30,7047.9
T4996,2007-12-31,7495.8
T4996,2008-03-31,7175.3
T4996,2008-06-30,7524.1
T4996,2008-09-30,7347.4
T4996,2008-12-31,7190.7
T4996,2009-03-31,6364.3
T4996,2009-06-30,6339.7
T4996,2009-09-30,6444.0
T4996,2009-12-31,6989.8
T4996,2010-03-31,6815.1
T4996,2010-06-30,7264.9
T4996,2010-09-30,7275.0
T4996,2010-12-31,7740.6
T4996,2011-03-31,7971.2
T4996,2011-06-30,7630.7
T4996,2011-09-30,7449.8
T4996,2011-12-31,8008.6
T4996,2012-03-31,7860.4
T4996,2012-06-30,7426.5
T4996,2012-09-30,7603.0
T4996,2012-12-31,7648.4
T4996,2013-03-31,7378.7
T4996,2013-06-30,7771.5
T4996,2013-09-30,7499.3
T4996,2013-12-31,7665.2
T4996,2014-03-31,7500.2
T4996,2014-06-30,7638.8
T4996,2014-09-30,7462.3
T4996,2014-12-31,8142.2
T4996,2015-03-31,7878.2
T4996,2015-06-30,8443.9
T4996,2015-09-30,8067.8
T4996,2015-12-31,8564.9
T4996,2016-03-31,8100.3
T4996,2016-06-30,8330.2
T4996,2016-09-30,7690.8
T4996,2016-12-31,8533.8
T4996,2017-03-31,8544.9
T4996,2017-06-30,8761.7
T5074,1998-03-31,1090.0
T5074,1998-06-30,1400.0
T5074,1998-09-30,1120.0
T5074,1998-12-31,1200.0
T5074,1999-03-31,1270.0
T5074,1999-06-30,1290.0
T5074,1999-09-30,1510.0
T5074,1999-12-31,940.0
T5074,2000-03-31,1480.0
T5074,2000-06-30,1290.0
T5074,2000-09-30,1260.0
T5074,2000-12-31,1390.0
T5074,2001-03-31,1490.0
T5074,2001-06-30,1240.0
T5074,2001-09-30,1600.0
T5074,2001-12-31,1470.0
T5074,2002-03-31,1840.0
T5074,2002-06-30,1950.0
T5074,2002-09-30,1700.0
T5074,2002-12-31,1750.0
T5074,2003-03-31,1710.0
T5074,2003-06-30,2050.0
T5074,2003-09-30,1890.0
T5074,2003-12-31,1680.0
T5074,2004-03-31,1320.0
T5074,2004-06-30,1590.0
T5074,2004-09-30,2170.0
T5074,2004-12-31,1950.0
T5074,2005-03-31,1740.0
T5074,2005-06-30,1950.0
T5074,2005-09-30,1920.0
T5074,2005-12-31,1960.0
T5074,2006-03-31,3480.0
T5074,2006-06-30,970.0
T5074,2006-09-30,1010.0
T5074,2006-12-31,2170.0
T5074,2007-03-31,1500.0
T5074,2007-06-30,1450.0
T5074,2007-09-30,1300.0
T5074,2007-12-31,1530.0
T5074,2008-03-31,1350.0
T5074,2008-06-30,1590.0
T5074,2008-09-30,1710.0
T5074,2008-12-31,1440.0
T5074,2009-03-31,1600.0
T5074,2009-06-30,1490.0
T5074,2009-09-30,1580.0
T5074,2009-12-31,1560.0
T5074,2010-03-31,2350.0
T5074,2010-06-30,1860.0
T5074,2010-09-30,2430.0
T5074,2010-12-31,2730.0
T5074,2011-03-31,2220.0
T5074,2011-06-30,3060.0
T5074,2011-09-30,2940.0
T5074,2011-12-31,2670.0
T5074,2012-03-31,2810.0
T5074,2012-06-30,2900.0
T5074,2012-09-30,3780.0
T5074,2012-12-31,2850.0
T5074,2013-03-31,2090.0
T5074,2013-06-30,2650.0
T5074,2013-09-30,2840.0
T5074,2013-12-31,1980.0
T5074,2014-03-31,2130.0
T5074,2014-06-30,2300.0
T5074,2014-09-30,1950.0
T5074,2014-12-31,2580.0
T5074,2015-03-31,2360.0
T5074,2015-06-30,2240.0
T5074,2015-09-30,1990.0
T5074,2015-12-31,2610.0
T5074,2016-03-31,1960.0
T5074,2016-06-30,1800.0
T5074,2016-09-30,2260.0
T5074,2016-12-31,2190.0
T5074,2017-03-31,2360.0
T5074,2017-06-30,2290.0
